created_at,LT,LB,KT,KM,garasi,carport,lokasi,sertifikat,listrik,hadap,harga,URL,deskripsi
04-12-2021,138,140,4,4,,1,Umbulharjo,SHM,2200,,2600000000,https://www.rumah123.com/properti/yogyakarta/hos9279872/,"Rumah Mewah super strategis di pusat kota Jogja, dekat dengan berbagai fasilitas publik yang akan memudahkan aktivitas anda. Di dukung jalan yang lebar serta security 24 jam yang akan membuat anda aman dan nyaman.BENEFIT : Berada Dalam Tepi Jalan Utama, Security 24 Jam akan lebih aman, Akses Jalan Lebar, Berada di Pusat Kota akses mudah kemana mana, Bisa di sewakan untuk guest house"
04-12-2021,132,132,6,2,1,1,Wirobrajan,SHM,2200,Barat,1100000000,https://www.rumah123.com/properti/yogyakarta/hos9279153/,"Di jual rumah sangat strategis dekat Malioboro Lokasi barat IKIP PGRI (perum Villa Bumi Indah) Yogyakarta Akses jln Mobil, truck papasan
Gerbang 2 pintu masuk perumahan Krn Pinggir jalan (aman)
Lingkungan Nasionalis & sangat nyaman
Akses kmn2 dekat;Malioboro,kampus2, Indomaret, Alfamart, Superindo, Apotik2, Cafe2, Tempat2 kuliner, Pasar tradisional
Desain klasik modern, pagar rumah karya seni."
04-12-2021,138,140,4,4,,1,Umbulharjo,SHM,2200,,3000000000,https://www.rumah123.com/properti/yogyakarta/hos9279068/,"PROMO!! RUMAH MEWAH HARGA TERMURAH DI PUSAT KOTA JOGJASurvey dan miliki segera rumah baru harga termurah di jogja kota.
Lokasi super strategis dengan fasilitas publik di sekitarnya.
Ditambah jalan yang lebar, one gate system, dan security yang memberikan keamanan dan kenyamanan untuk anda.2 Menit INDOMARET, 5 Menit Universitas Ahmad Dahlan, 7 Menit Terminal Giwangan, 7 Menit Kraton Yogyakarta, 7 Menit Alun Alun Kidul, 11 Menit Malioboro, 15 Menit ISI Yogyakarta, 16 Menit Universitas Gajahmada"
04-12-2021,86,65,3,1,,1,Mantrijeron,SHM,1300,Barat,850000000,https://www.rumah123.com/properti/yogyakarta/hos9278943/,"Jual unit rumah baru, lokasi minggiran, kodya, SHM komplit IMB.   Akses
7 menit ke malioboro
5 menit ke kraton atau alun alun
3 menit ke Superindo atau indomaret
Pasar, sekolah"
04-12-2021,90,148,3,2,,1,Mantrijeron,SHM,1300,Selatan,1250000000,https://www.rumah123.com/properti/yogyakarta/hos9278941/,"Rumah Cantik Mewah di Suryodiningratan Mantrijeron Yogyakarta Kota,   Lokasi :
- Dekat ke Alun alun Kidul
- Dekat ke Kraton Jogja
- Dekat ke Pusat Bisnis dan komersil di Pusat Kota Yogyakarta

Sertifikat Hak Milik + IMB
Harga Rp 1,250 Miliar"
04-12-2021,87,116,4,2,,1,Umbulharjo,SHM,900,Barat,985000000,https://www.rumah123.com/properti/yogyakarta/hos9278917/,"TURUN HARGA JADI 985JUTA SAJA.
Dijual rumah cantik siap huni, tinggal bawa baju.
Lokasi Gambir Sari, Pandeyan, Umbulharjo, kotamadya Jogja. Bed Queen size
Set sofa & meja tamu
Set meja + kursi makan
Kipas angin
Harga Rp. 1,050,000,000 nego"
03-12-2021,116,150,6,5,,3,Maguwoharjo,SHM,2200,Barat,2200000000,https://www.rumah123.com/properti/yogyakarta/hos9277409/,"STRATEGIS...! Rumah MEWAH 2 Lantai ISTIMEWA di Maguwoharjo dekat Hotel Sheraton    Dekat Jalan Solo
Dekat Transmart
Dekat Hotel Sheraton
Dekat Adisucipto
Dekat Pusat Oleh oleh
Dekat RS.Hermina
Akses Jalan Simpangan"
03-12-2021,98,60,2,1,1,1,Bantul,SHM,2200,Timur,675000000,https://www.rumah123.com/properti/yogyakarta/hos9277377/,"Rumah Baru Desain Modern di Bantul Kota, Di Jual Rumah Tumbuh Desain Modern View Sawah Yang Berlokasi Bersebelahan Dengan Komplek Pemkab Bantul. Dengan Lokasi Yang Strategis Berada di Bantul Kota dan Dekat Berbagai Fasilitas Umum, Hunian Ini Sangat Cocok Untuk Tempat Tinggal Maupun Investasi Anda. Segera Ambil Unitnya Karena Hanya 4 Unit Saja Dengan Lokasi Nyaman dan Strategis Dekat Ke Fasilitas Umum

Untuk Informasi lebih lanjut dan pendampingan survey hubungi kami"
03-12-2021,90,135,3,2,,,Mantrijeron,SHM,,,1200000000,https://www.rumah123.com/properti/yogyakarta/hos9277273/,"Rumah Baru Spek Mewah di Pusat Kota Jogja dg Balkon Luas Nyaman,lingkungan Nyaman dan Aman dekat ke Fasilitas Umum, Swalayan, Alfamart, Indomart, Alun alun Kota Jogja, Pondok Krapyak, Masjid Jogokariyan dll"
03-12-2021,120,45,2,1,,1,Kaliurang,SHM,1300,Timur,540000000,https://www.rumah123.com/properti/yogyakarta/hos9277208/,"Rumah istimewa dan MURAH BANGET
Luas juga tanahnya...
Dekat kampus Uii jogja, Harga hanya 540 juta MASIH NEGO, Ayoo buruan cek dulu gpp..Gratis surve dan konsultasi"
